text,prop_label,hate_label,hate_fine_grained_label
تلك اللحظة السعيدة عندما تشاهد خادمتك الفلبينية تقتل طفلتها لانها لن تستطيع إطعامها,1.0,1.0,6.0
احنا المفروض نجمع كل اللى بيحصل فى مصر ده ،، فى كتاب ونسميه الف نيله ونيله ,0.0,0.0,1.0
يا ولاد العفاريت الغسيل ده أتنشر إزاي,0.0,0.0,1.0
"انا مرتبطه سوشيال وبنحب بعض جدا وعملنا شات واتجوزنا فيه وجاب اتنين صحابه شهود وعملنا اسكرين وكل واحد فينا اخد نسخه

بطاقتك ياستاذ

واخد بان",0.0,0.0,1.0
"محطة اتوبيس فى كندا

يعنى لما الواحد يحب يخرج 
يروح يقعد عالمحطه",1.0,0.0,1.0
"هشام الشويع لما يمشي ويشوف حديقة فاضية
انزلي ياسارونة وهاتي الكاميرا معك",1.0,0.0,1.0
احه انا ماشية,0.0,0.0,1.0
هو انا ممكن ادخل اقوله وحشتني اكتد من كده هنجبلك كرامتك في كيس زباله اسود تتصرا في فيه انتي,0.0,1.0,7.0
- لما حد يلعب في شعري .,0.0,0.0,1.0
"هتتنيلي تفتحي بيت ازاي!!

بالمفتاح يا ماما انتى بتسألي اسئلة غير منطقية",1.0,0.0,1.0
"طفيتي عذ الحلة اللي قولتلك اطفي عليها ؟! Egbest m
Egbest  ml",0.0,0.0,1.0
"*الناس كلها بتخاف تقعد لوحدها * 
أنا لما أهلي يروحوا مكان ويسبوني لوحدي في الشقة :-
يا أحلى يوم في عمري
",0.0,0.0,1.0
"احداث العالم
*انا  =",0.0,0.0,1.0
"حضرتك أنا دكتور بقالي 7سنين في الكليه وسنين عمري بتضيع
ظابط إحتياطي 3 سنين",0.0,0.0,1.0
"من يسكن الروح كيف القلب بنساه
سبونج بو..
مس ده مش ده",0.0,0.0,1.0
لما جوزي ينزل اجازه واضرب شعري اكسجين واصرف وأكلف عشان افاجئه بالنيولوك الجديد ويقوم ضاحك اول ما يشوفني,0.0,0.0,1.0
"بصي يا ام مكه متصور جنبها ازاي 
ومبسوط اوي!

لا وقالع الفانله الحمالات
 قال يعني كدا هو روش",1.0,1.0,3.0
"لا تكون خادم اللك 9 بعدين تلاقي اللك بيكتب وصيتة
يه يابو الفر اعنة بتذاكر N9 إيه 8
عشان اذا مات الفرعون الخادم يندفن معه",0.0,0.0,1.0
"""اخاف انتظرك وتطلع ناسيني""
اخاف تاكلني",1.0,0.0,1.0
"لما أروح أحكي لماما على تفاصيل الخروجة اللي خرجتها من وراها

ايه اللى انا بقولة دا",0.0,0.0,1.0
"بابا عايزاك تبان زعلان ف فرحي ومتأثر علشان العريس يعرف أني كنت غاليه عندك و أنه أخد جوهره ماشي
حاضر يابنتي
الحج ",0.0,0.0,1.0
"كفاية خوف من المجتمع
عندي الوالدة تقشرلي الرمان",1.0,0.0,1.0
- لما أمك تقولك وشك بقى قد اللقمه !,0.0,0.0,1.0
"طبيبة مصرية تشفى مرضاها بالاحتضان والعناق تارمن المسر: 17.09.2016 6!47 09:38 متف رقات
فاصل مش خلامى
1C
لأده احنا نروح تتعالح بقى",0.0,0.0,1.0
"اجور طقم اعلان فودافون الجديد

كفيل انه يبني مستشفى٥٧٣٥٧ فرع الريخ كوكب عطارد",0.0,0.0,1.0
 وضع اللى انولد بالحظر لا استقبال ولا هدايا ولا احد يشيلنى واذا كبرت يسموني مواليد الحظر : ,0.0,0.0,1.0
"يعني كلهم بيذاكروا من ورانا وبيكدبوا علينا؟!
حتى الواد اللى هناك ده بتاع يارب نعوض ف الفاينل هههه 
ده ! ده أصلا معيد",0.0,0.0,1.0
""" د٥ انا حن مصدعة وزوري واجعني قوى من امبادح ...9
39",0.0,0.0,1.0
"ألو... الحلواني اللي بني مصر
لو سمحت إعملي واحدة تانية أصل دي باظت مني",0.0,0.0,1.0
ياسرية ارجوك اعمل اى حاجة متسبهاش لعنتر يتجوزها,0.0,0.0,1.0
حيلما يكون الفؤاد محطما كيف لي ان احرك  باقي الجسد ياما,0.0,0.0,1.0
لما تكونوا متخانقين بس مش عاوزين تبينوا للناس,0.0,0.0,1.0
"فث
آنا مش هشتكيك لامك
انا هشتكيك لرضوي الشربيني ومت آدب ,
استني
IGRID 446f6ك4 هتشتكيك لمين",0.0,0.0,1.0
"سألتها و رفضتني أستغربتها أومال فين هيبتي 
هيبته :",1.0,0.0,1.0
"مشجع نزل وعاش اللحظة ولا حدا عرف عنه
",0.0,0.0,1.0
النا س كلها بتبقى زعلانه و مضايقه وهى بتحكى احزانها انا لما بفضفض:,0.0,0.0,1.0
اصل بص انا هخش الجنة يعني هخش الجنة,1.0,1.0,5.0
"لسه متعرفه على حد جديد واستلطفته 
أنا : 
رغبة إني اجبله هدية",0.0,0.0,1.0
"لما ابقى مستعجله ومش لاقيه حاجه ألبسها
مستورة.. صباح الفل",0.0,0.0,1.0
"مدير المدرسة: يا طلاب من الي كسل زجاج غرفة المعلمين
الطلاب :
صانةهيمز مفعة",0.0,0.0,1.0
انا ف تقطيع البطاطس معنديش ياما ارحميني,0.0,0.0,1.0
اخي الجوهرة انت من تختار من تكون,1.0,0.0,1.0
-يارب صبحنا وربحنا ويوم السبت ما تفضحنا .,0.0,0.0,1.0
*لما الاقي بنات بتهزر مع المستل وتقوله انا مخصماء *,1.0,0.0,1.0
"بتكلم في الموبايل واللي بكلمه بيقولي صوتك بيقطع اقف 9 حتة فيها شبكة
انا متحركتش من مكاني
Adil Mohamed
تمام كد0",0.0,0.0,1.0
"لما يبقى العناب الساقع ب10 والسخن ب5 ف تطلبه سخن وتسيبه لحد م يبرد وتشربه

صاحب للقهوة

انت هتستعبط يالا",0.0,0.0,1.0
"بقالنا ٤ سنين نعرف بعض بوتم ببكي و لمحتلك كذا صرة أني بحبك 9 قدفت كل حاجة فج أيدي
الصبر جميل ياءبيه هحا ئ بين ي9م 9 ليلة يعني !؟",0.0,0.0,1.0
"لما ألاقي حد مبحبوش منزل بوست وكاتب ""من كان في قلبه لنا شيئاً من الحب فليدعوا لنا في تلك الليا لي العشرِ ""
حسبي الله ونعم الوكيل فيك",0.0,0.0,1.0
"بمناسبة ذكرى حرب اكتوبر نحب نوجه الشكر للفنان محمود ياسين اكتر واحد حارب ف حرب اكتوبر استشهد ٧ مرات واتصاب ٤ مرات واتاخد اسير مرتين بالرغم من كل ده الرصاصة لا تزال فى جيله
MR ٥
٠  MR 0؟٢^0/",1.0,0.0,1.0
لما أخلف وبنتي تقولي عندي سكشن من ٦ ل٨ بليل,0.0,0.0,1.0
"لما أدعي على نفسي اني أموت فجأة الاقيني دوخت:

خلاص والله",0.0,0.0,1.0
"الشعب : ليش عبد ربه ساكت ؟ فينه ؟ 

عبدربه :

صمتي لايعنى جهلي ولكن ما حولي لا يستحغ الكلام

",1.0,0.0,0.0
"يسطا انا عاوز اعيط


عيط وأنت بتذاكر مفيش وقت ",0.0,0.0,1.0
"واحدة ماحدش يعرف إنها عايشه غير أهلها
خلصانة ، هعملكوا لفة طرحتي بطلوا زن",0.0,0.0,1.0
"لا مانا مش قليلة الذوق للدرجادي عشان البس هدومك الجديده علطول
انا سيتك تلبسيهم مره و بعدها خدتهم
*ا ختي*",0.0,0.0,1.0
"إنت جبت مجموع كام؟

جبت % 55

وناوى تدخل إيه ؟ 

حضرتك أنا بدعى أدخل البيت بس",0.0,0.0,1.0
وحيد علي خمس بناات خطب وحيده علي اربع صبياان,0.0,0.0,1.0
كليات القمه وهم لا وجود له الا في الدول المتخلفه وبما اننا دوله متخلفة فنتكلم شويه عن كليات القمه,0.0,0.0,0.0
العروس كانت تعبانة بعتت اخوها بدالا عالعرس,1.0,0.0,1.0
"الناس فب مصر نوعين 
نوع أخذ اللقاح ومنتظر اللي مأخدوهش يموت و نوع مأخدش اللقاح ومنتظر اللي خده يموت ! ! ! تفتكر بقي الحكومة مع آي نوع يا محسن بيه ؟  الحكومة بتتمني التوفيق للنوعين يا رأفت",1.0,0.0,0.0
"ايه دة انت بتصلي ؟

اه عادي وانت كنت فاكرني بعبد علبة تونة منا هسلم وموحد الله",0.0,0.0,1.0
"السود عيونه

يا والاس",0.0,0.0,1.0
"*الصين*

اللح عاوز يموت بفيروس يجي كده

واللى عاوز يموت بصاروخ يجي كده",1.0,0.0,1.0
"لما تفضلي تلمحي تلمحي و هو مش حاسس بحاجة
أكتر جموسة بحبها هنا",0.0,0.0,1.0
اذا نيتفلكس قررت تسوي وثائقي عن البيت الابيض,1.0,0.0,1.0
"لما تكون معزوم و محرج و بتاكل كوسا و باذنجان رغم إنك تكرهن :
صانة ميمز
H!5؛R",0.0,0.0,1.0
"شيرين : اخيرا دجعت لبيت جوزي ماهو مهما لفيت مسيري راجعاله..
",0.0,0.0,1.0
"هناك رجل على عشق الحياة يرغمك ورجل يتفنن في قتل الحياة بداخلك
مابين رجل ورجل",1.0,0.0,4.0
"وانا بعمل نفسي بشوف حاجة  مهمة ف اللوبآيل


بعد ما لقيت ناس كتير حواليا ومعرفش حد  فيهم",0.0,0.0,1.0
"*0.01% من الجراثيم*

* ديتول *
",0.0,0.0,1.0
"لما تقول للمدير ان محكمه العدل الدوليه قضت باحتساب الوقت المستغرق للذهاب والعوده من العمل ضمن ساعات العمل..!
ما دام الكلام ده جى من بلاد بره
يبقى ما يركبش معانا..!",1.0,0.0,0.0
"اخويا الصغير الي لسه مطلع بطاقة لما نقف فكمين
طب اسالني فين بطاقتك طيب",0.0,0.0,1.0
لما يقولي خلاص متزعليش علي حاجة أنا اللي غلطانة فيها.,0.0,0.0,1.0
"البنت ثاني يوم تكلمها :
حلمتك امس",0.0,0.0,1.0
"- الو مش هينفع اذاكر النهارده 
= ليه كدا 
- غطا القلم ضاع",0.0,0.0,1.0
"*12/12/2022 اجعله يوم مميز*
حاضر",0.0,0.0,1.0
ميدتيرم إيه اللي بعد أسبو عين يا دكتور تعالى نقعد نتفا هم كده أنت اسمك إيه الأول   ؟,0.0,0.0,1.0
"الست الشاطره 
هي اللي تنسيك
همومك ومشاكلك٠٠ ومراتك",0.0,1.0,3.0
"عايزه اجيب حاجات للبشره ولبس جديد وايفون وعربيه الصيف ده
العشره جنيه اللي في جيبي :
 البت دي طموحه اوي",0.0,0.0,1.0
يارب اديني القوة اللي تخليي اسند نفسي  بنفسي من غير ما اتحوج  لجروب الدفعة,0.0,0.0,1.0
دي للي جوزها بيرجع متأخر بليل ومتعرفش امتى جربيها مش هتندمي فاعل خير,0.0,0.0,1.0
"ازادت الاسعار!
ام اصبحت انا فقير معدما؟

ماتنطق يابنى",0.0,0.0,1.0
"واحد  اشتري اكل في ٢٠١٢
يديمها
الحمدلله
نعمه ويحفظها من الزوال
واحد  اشتري اكل في ٢٠٢٢
 الفرايز اكتر اما العيش ابن اح *ة اديله",1.0,0.0,1.0
"بيقولوا المنتخب بقي حصالة المجموعة 

لوسمحتم انا عاوز الحصالة دى",1.0,0.0,1.0
"-لما اتكلم مع ماما فى البيت واقولها تعبت وزهقت
تعبتي من ايه! من الموبايل والنوم",0.0,0.0,1.0
"الرجال وهم رايحين يحتلوا تركيا بعد اللي حصل:
تركيا 
التدخل السريع 
فرقه الغواصين
العمليات الغير خاصه
مندوب المفاوضات 
التوجيه المعنوي
إيران
الاسقاط المضلي
*نزل في مكان أخر",1.0,0.0,1.0
"يادكتور مبعرفش ادد على اى منا لعمن
البقاء حثط",0.0,0.0,1.0
"الحكومة التى يتمناها كل ميمر 
وزير العدل
الفلاحة
الثقافة
الرياضة
الطاقة
الخارجية
التربية والتعليم
الصيد البحري
رئيس البلاد
رئيس اركان الجيش",1.0,0.0,1.0
"مشايخ الأوقاف واقفين لحماية المسجد
حماية المسجد من الصلاة فيه",1.0,0.0,0.0
"4 زوجات بالحلال
*نسوية* هذا ظلم واستعباد للمرأة
4 صديقات بالحرام 
حرية شخصية ولازم نحترمها",1.0,1.0,7.0
"مروح في أمان الله ضابح من روحي ودخلت من حاره ما اعرفها!

جاهل سنوة معه مسدس خرز:

هات لنا عوادة أو سلم نفسك لأنك الان في حارة طمطم اللي من دخلها يتلطم",0.0,0.0,1.0
"الناس يلي عيد ميلادها برمضان :
",0.0,0.0,1.0
"دراسة الحشيش يستخدم لعلاج مرض السد طان منذ 19 ساعة ا كتب : غادة غالب
محمشحانه
كوره سبورت
7 نحكنا نتيش قبل بلاكل 9بععه",0.0,0.0,1.0
"- إنت تعرفني يابني! 
= لأ 
- امال جاي تتقدملي ليه ؟!

عشان اللي يعرفك مجاش",0.0,0.0,1.0
"مفيدة شيحة: كنا بنسمع القرآن زمان من الشيخ عبد الباسط حمودة
بس خلاص مترصلهاش تانى. هى كده بقت قام !!",1.0,1.0,3.0
 لما كون سارق واي  فاي من عند الجيران والشبكة تكون ضعيفة..,0.0,0.0,1.0
"- حد لا أعرفه ولا يعرفني منزل صورته استوري .

"" أنا """,0.0,0.0,1.0
"تشكيل الحكومة اليمنية الجديدة
الشرعية 
الانتقالي
انتم وزارة
الشرعية
الانتقالي
ونحنا وزارة",1.0,0.0,1.0
"-الصيدلي دا ياخد منك قد ايه وتطلعهولي طبيب بشري يا كامل ؟
سبع سنين يا افندم ...
-هما تلات شهور يا كامل...",1.0,0.0,1.0
"احساسي بعد ما اضايق واحدة رخعة مس طايقها
دعرنن دمها
حرفت دمها
5 3",0.0,1.0,3.0
"-تتجوزيني؟
-- بس احنا لسه مانعرفش بعض كويس
- ما احنا لو عرفنا بعض كويس مش هنتجوز",1.0,0.0,1.0
"هدا يفضل نايم لحد يوم الا متحان
ولما يسقط يقول النظام التعليمي الفاسد ضلمني",0.0,0.0,1.0
#طيب_لسانك_بالذكر وليش بالذكر؟ ليش مب بالانثى؟ اشفيها الانتى شناقصها؟ كل حقوق المرأه معدومه بالشرق الاوسط حسبي الله بس,1.0,0.0,0.0
"""المركزي للإحصاء "": ٣٢٢ جنيه شهريا تكفي المواطن للبقاء عل قيد الحياة

عدينا مرحلة الحياة الكريمة والرفاهية .. ووصلنا لمرحلة البقاء على قيد الحياة !ا..إنت  متخيل يامان ؟!!",1.0,0.0,0.0
"اتفضل ياكريمي جوال هذا رقمي المميز وكلمة السربخرج من التطبيق 5 ثواني انسخ رقم المستلم وارجع

انتهت مدة الجلسة 
للمتابعة يرجى الدخول مرة أخرى ",0.0,0.0,1.0
"ابدأ يومك الجديد بأحلى ابتسامه : 


حاضر.  أهو",0.0,0.0,1.0
"رد فعل تاريخي للمترجمه الايطاليه حيت اخطأ الرئيس ترامب في اسم الرئيس الايطالي
 بدلا من ان يقول الرئيس الايطالي ماتاريلا قال الرنيس الايطالي موتزاريلا

",1.0,0.0,1.0
لما اطلب من بابا فلوس ويقولي روحي هاتي البنطلون من الا وضه..,0.0,0.0,1.0
دا حتي البرد دا مكنش علي ايامي,0.0,0.0,1.0
"الالعاب الناريه:  خلوني اروح معاكم
",0.0,0.0,1.0
"لما تعملي مشكلة معاه من لاشئ ويثبتلك انك كنتي فاهمة غلط وظالماه وأفورتي جامد

أتغديت طيب ؟",0.0,0.0,1.0
-انةي بتشتمي صاحبتك كتير ليه ؟ هي مهزقة وتستا هل -مهزقة؟ يعني مش انتي اللي لسانك طويل؟ --توء توء هي مهزقة,0.0,0.0,1.0
"يراجل م انا كاتبه الخاص ممنوع ؟ 
=منا داخل اشوف اي اللي مانعة",0.0,0.0,1.0
لما تبقي 150 سنتي وخطيبك 190,0.0,0.0,1.0
"وزير التر بية والتعليم:
 الأبحاث كانت فكرة رائعة ولكن إساءة استخدامها بالبيع والشراء يجعلنا لا نكرر التجربة في التقييم مرة أخري

حيرت امي معاك",1.0,0.0,1.0
"-لما أمسك الكتاب 3 دقايق علي بعض من غيرما أفتح التليفون .

جايلكو يا شوية اوائل",0.0,0.0,1.0
"9ي اقل من ٢٤ ساعة المكان المحروق بقي جديد

فلوث
امال فين الحريقه ؟",1.0,0.0,1.0
"البنات نوعين 
= وأنا النوعين .",0.0,0.0,1.0
"الشطرنج فيه ملك بس مفيهوش ملكة عشان البنت مش لعبة تلعب بيها
نهارك لذيذ",0.0,1.0,8.0
"- انتي علي طول بتضحكي كدا ؟!

انا اسمي الحقيقي سخسوخة",0.0,0.0,1.0
"حرفيا..
هبتدى اُعجب بحد 
الاكس",0.0,0.0,1.0
"Follow لما أمي تقولي اليو مين دول هناكل أي حاجه عشان رمضان
C
B٥73oآ
٥ علي أسار اس إنك طول السنة بتعمليل  نجرسكو 9 بشاميل 9 محاشي",0.0,0.0,1.0
علفكرة بقي المصاصة مش بالسن ..,0.0,0.0,1.0
"وراء كل ست متعصبة ومتنرفزة راجل مش عارف هو عمل إيه
",1.0,1.0,3.0
الاجازه بس تبدأ وانا مش هاقعد فالبيت ثانيه,0.0,0.0,1.0
"زيادة الاسعار
 السرق  والتهبشين 
شهر مايو 
امراض السرطان  
الاطفال المعاقين 
الفساد
الرواتب
*الاعلام والسوشيل ميديا*
البسه تتلت العسفولات
",1.0,0.0,1.0
"المدنى دايما بيشيل الليلة
# استدها معانا _ يادب تستر
العمال مش لابسين كمامان ليه ؟ فين اللعدنر اللى هنا ؟ Wandesn٧ $h6:3n
بيسأل لما بيسأل عليا",0.0,0.0,1.0
"ياض ما ترد علي ابوك ولا انا هفضل اكلم في نفسي

يمكن علشان لسا مولود مثلآ",0.0,0.0,1.0
قولتلك مش بيوجع بس مش عارفه ماما ليه بتصرخ كل ما بتقف عليه,0.0,0.0,1.0
"متشكرين يا ماما علي كيس العيش الي مربوط 95 ربطه م
دندسء كومنتاتك
المرة الجاية ابقى حطي عليه باسورد",0.0,0.0,1.0
"المسيخ الدجال جا يحكم اليمن. 
لشعب اليمني: 
شكرا دجال الخير
مالنا الا المسيخ
اضرب بنا البحر ياسيدي الاعور ",1.0,1.0,6.0
"لما بابا وماما يتخانقوا مع بعض
انا: ...

بقولك ايه طلقها واخلص",0.0,0.0,1.0
"ماما بتزعق وبرد عليها
بتردي عليا يا قليلة الادب

بسيبها تزعق ومبردش
سيباني اكلم نفس ي قليلة الادب

ارد
قليلة الادب

مردش
قليلة الادب


",1.0,0.0,1.0
"بكرا بس تكبراكيد بتكون  ست البيت بس تكبر وتتزوج
",0.0,1.0,8.0
"- البيت كله هادي ..
= انا من غير سبب:
لولولولوووووووي",0.0,0.0,1.0
"الخميس الدخله
 والجمعه الدفنه",1.0,0.0,1.0
انا اسف ظلمتك يا حاج,0.0,0.0,1.0
"لما اجي اوزن نفسي على الميزان و اشفط بطني:-

الميزان : -
هو حضرتك بتعملي ايه؟!",0.0,0.0,1.0
"ها ت رقمك عشان الماسنجر بيعلق!

= الماسنجر:
1",1.0,0.0,1.0
"7000 ا ٥  م لما اجيب قناة اخبارية يمنيه   ،٠، ٢ ( جديده ويتكلموا عن الائيس %  ترة ٧ C  =   ١ 
~ 
م  P[ ٦   7 صانة ميمز
10( ٥ M 5  >»« 7_  Shido _ 1- 1* 1 0ف )<٤ م0 ٠ ٦ ٦ واحاول افهم تبع ايش من دئيس هم",1.0,0.0,1.0
"=ياعم اخلع الماسك.. اللي مكتوب له حاجه هيشوفها 
-والله عندك حق .. دا خانقني من الصبح
شوف وشك نور ازاي ؟؟",1.0,0.0,1.0
"AER0`.981
شخص عيدح يهء شخص بيحب ايبقا لوحدة لله 0شلرك تفاصيل يومه Me",0.0,0.0,1.0
لما ما يكون عندك أي إنجازات، ما غير تنسب الفضل بالفوز بمسابقة بالفيس لك,1.0,0.0,0.0
"ستيفن هوكينغ: لا يوجد دليل على وجود الله
وهالأدلة القاطعة 
ربي أغفرلي إني كنت من الظالمين",1.0,1.0,3.0
"رابونزل قعدت ف البرج18 سنة مع الست العجوزه ومكنتش تسمح لها تخرج ولماهربت اكتشفت ان هي الأميرة المفقودة
 -بابا ينفع اخرج 
=لا

أيعقل ؟!",0.0,0.0,1.0
امضي دا أنا هخليك تصلي الجمعة يوم التلات,1.0,0.0,1.0
" حسنين قال لمحمدين عندي ليك خبرين
 خبر حلو والتاني وحش
قاله قوللي الخبر الحلو في الأول
قاله خلعنا الإخوان وهنكمل ثورتناااا
قاله طيب والخبر الوحش ؟
قاله البلد دي مش بتاعتناااااا",1.0,1.0,5.0
أنا نحبك صحيك لكن جاني واحد لاباس عليه ومستعد يعرس غدوة أشرب عزيزي باش تنسى اشرب!!!!,0.0,0.0,1.0
"حد قالي حاجة ومسمعتوش ولسه هقوله كنت بتقول ايه 
- عقلي
 يعم اضحكله وخلاص انت لسه هتساله بتقول ايه
",0.0,0.0,1.0
"ماما : لو جبتي قطه ..هرميكي انتي وهي برا البيت .
=ماما بعد اسبوع.",0.0,0.0,1.0
"الناس اللى كانت بتقول احنا داخلين على ايام سودة
0 ف]
اصحوايا حبايبى احنا وصلنا",0.0,0.0,0.0
"المحاضره الساعه 9.
انا وصاحبي الساعه 9.30",0.0,0.0,1.0
كثتي سيبيه بمسكها يا فوزيه,0.0,0.0,1.0
طب ماانا سنجل بمزاجي انا مضايق ليه ماانا بمزاجي ايه مضايقني دلوقتي ما بمزاجي,0.0,0.0,1.0
"القط:حصل خير ما صار شيء
",0.0,0.0,1.0
"لما اقول للسواق ع جنب ويقولى نازله ؟ 
انا :
لا عايزاك ف حوار",0.0,0.0,1.0
"ممو 51
احنا هنبدأ الدلع بدري علشان نلحق ثلم المنهج
SCELENSHOl
عاوذ تدفع الاقساط ا علبك فاهم فاهم",1.0,0.0,1.0
"لما الاهتمام يجيلك من الشخص الغلط و تلاقيه كل شويه يقولك اتسحرتي
...=
ياعم والله ما طفحت",0.0,0.0,1.0
"لما آجى أفتح صورة حد ع الواتس واتصل بيه بالغلط
أوبااااا
ع الكسفه اللي إنت فيها ياحازم",0.0,0.0,1.0
"،٠ ٨ ٢٠
يعني بتقول لصاحبك ياقلبي وبتقولي انا يسطا  ؟ ؟  ٣
BEREENSHOT OEEICIL ت او , TTTLLMLIDHA
يااااه عالبني آدم ياااااه",0.0,0.0,1.0
"شاذ ما: ألا تعلم أن شهريونيو شهر مميز؟
أنا: وما الذي يجعله مميزا ؟
الشاذ: إنه شهر فخر المثلية

* أنا *",1.0,1.0,7.0
"أيوة يا سيدي أنا السكر محلي محطوط علي كريمة 
وكعبي محني والعود عليه القيمة أؤمر...",0.0,0.0,1.0
ليو هل هناك من هو افضل منك في العالم حاليا؟,1.0,0.0,1.0
"2019 لقيت صورة لجدك

2070 لقيت صورة لجدك
",0.0,0.0,1.0
اما نتيجه كل الكليات تظهرالا كليتك,0.0,0.0,1.0
هديل مانع لو كانت مهندسة معمارية تصاميمها:,1.0,0.0,1.0
"-كنتي جميلة أوي بالأسود انهاردا
 = وهبقي أجمل بالأبيض وانا جمبك ف الكوشة ان شاء الله ..ها ايه تاني ؟! ",0.0,0.0,1.0
صدقوني كان فيه مخلوقات اسمها بشر كانوا بيمشوا كدا,0.0,0.0,1.0
"ثم يرسل لك القدؤ في النهاية شيئا ينسيك كل الم مر بك
وده الفرج يابا؟
لأ خازوق برضه بس اكبر من لي فاتوا كلهم",0.0,0.0,1.0
لما يبقي عندك امتحان واختك بايته عندكو هي و عيالها,0.0,0.0,1.0
"لما أحاول أفهم إللي بيحصلي ف حياتي
=

والنبي ده انا حد عاملي عمل علي ذهرة شبابي",0.0,0.0,1.0
"لما تخرجي بعيالك وترجعي بعد مافرجوا عليكي أمة لااله الا الله فالشارع
اوباش",0.0,1.0,7.0
"مواطن عربي
الحكومة 
شيء بسيط من حقوقه
الله يخليلنا الوطن وقائد  الوطن",1.0,0.0,0.0
"الزهق د٥؟
 اقوم اخد قرار يخرب حياتي كلها .",0.0,0.0,1.0
"بروح سينيما كل يوم و طلعت الساحل مرة واحدة

بنزل اجيب عيش كل يوم الصبح بدري

انا فاشلة الاجازة هتضيع و مش عارفة اخرج 

مين خاربها ف الاجازة ناو ",0.0,0.0,1.0
"لنفترض ان عدد النسويات 163589463
تجاهلهم كما تجاهلت العدد",1.0,1.0,7.0
"لما تغش من صاحبك الفطير

لقد انتصرصلاح لدين الايوبي في معركة حطين

لقد انتصرصلاح الدين الايوبي و تزحلق في الطين",0.0,0.0,1.0
بكل شجاعه ادخله وقوله بابا ، احنا عايزين نشحن الباقة لتالت مره ف الشهر,0.0,0.0,1.0
انا و صحابي بعد التخرج,0.0,0.0,1.0
"لما تكلم صاحبتك فى التليفون وابوها يردعليك ويقولك انت مين؟

نحن البرنامج الاذاعي الديني لن يقفل باب مدينتا فأنا ذاهبة لأصلي",0.0,0.0,1.0
- وانا بحاول اسكت طفل بعد ما كلت الشوكلاته بتاعته اللي قالي افتحهاله.,0.0,0.0,1.0
"ادمن الصلصلة فعل كذبة  أبريل ع اساس ان اصحاب تعز _ اخترقوا القروب والصفحة اصحاب تو في عالم مواؤي :
انيق عاد الذي يكرهك
وأخيرا هكرتها نا فدالك ياعم دامو
اق بالله
ملك الهكرين والخترقين
 ثعز حردت (",1.0,0.0,1.0
"-يا بنتي لازم يبقي عندك اراده عشان تخسي..
= أنا كلت الاراده..",0.0,0.0,1.0
"يدوخ راسي لاسمعت الفناجيل ويطيب رآسي لآ تقهويت دله
آلدله اللي تطبخ من البن والهيل
هي الدواء لآ صآر بالكيف عله",0.0,0.0,1.0
كاميرا الأي فون ١١ شبه ياسمين صبري...,0.0,0.0,1.0
"القطط دي ماتدخلش البيت والا هرميهملك ف الشارع ..
* بعد يومين *",0.0,0.0,1.0
"الدروس المستفادة 
محدش بيعمل الطرحه كدا وبيبقي سالك ابدا.",1.0,0.0,1.0
"غيد ج9 7 8»42 @Syerjaw
اذا اهلك فتحولك موضوع الزواج القبس
@8yerjaw",0.0,0.0,1.0
"لما اخويا يديني العيديه وبعدها يديني علي قفايا

ما أنت دافع بقي",0.0,0.0,1.0
"*لما تروحي خطوبة صاحبتك اللي كانت single بتقول وأفتخر*
اتجوزتى يا أم فتحى .. حطيتى أحمد فى شفايفك ياأم فتحي .. وإيه ده تدتر !",0.0,0.0,1.0
"لا حبيب يسأل ولا معجب يراقب! 
أخلاق وجمال عالفاضي ،عوضى عليك يارب.
",0.0,0.0,1.0
"اسلاموعليكو ورحمةالله وبركاتوووو
690 سندوتش
690 سندوتش",0.0,0.0,1.0
نسيني وانا كنبك كل التونيا واختفني من الأحلام. .,0.0,0.0,1.0
و غلاوة سيدى عماد تجيب دبله و تيجي تخطبني بقي .,0.0,0.0,1.0
"يافانز نيكولاس خوري
اتحداكم تعرفوا تعملوا الحركة دي",1.0,0.0,1.0
لما اقرأ عن ماسك كويس للبشرة وألاقي مكوناته كلها مو جودة 9ب البيت,0.0,0.0,1.0
"ح بيكلمني في موضوع مهم وهو متعصب
مجو
وشي ?",0.0,0.0,1.0
"لما تفتح البياره وتشوف مالها انسدت :

عاش القنوب
 ليش فتحت علينا ي شمالي
 عيدروس الهتنا
قني
افدي رجلش ي شيماء
معاك الفين سلف",0.0,0.0,1.0
لا يعني انه اذا حطيت ايدي عليكي او اتطلعت ع صدرك  اكثر من مرة بالغلط او انه فتحت مواضيع جنسية قدامك انه انا متحرش لا ابدا كل ده أمور عادية بين الصحاب,1.0,1.0,7.0
"لما تلاقي أبوك عايز يلغي المصيف عشان موضوع القرش

يا بابا احنا بنصيف في أماكن السمك بيقرف يعوم فيها أساسأ",0.0,0.0,1.0
"لما تقلي مابحكي مع شباب و انا آخد رقمها من صاحبي

انا
",0.0,0.0,1.0
"وقدر يصير دكتور يعلم الطالبات البشريات
",0.0,0.0,1.0
"لما البس طقم وابص ع نفسي بعد م خلصت لبس
عبايتي السودة فين",0.0,0.0,1.0
"انا من بكره هنزل الجيم 9هخس 9انا هن بكره هعمل دايت وهبطل أكل
Lat٤٢٠٠٠
نبدأ باليوم المفتوح",0.0,0.0,1.0
